timestamp,frame_time,index,right_ankle_x,right_ankle_y,right_knee_x,right_knee_y,right_hip_x,right_hip_y,magnitude1,magnitude2,angle_deg,angular_velocity,linear_acceleration
1720901633.51101,0.0667333333333333,0,0.42827797,0.46238104,0.42088658,0.26348028,0.42111468,0.008269925,0.1990380484016855,0.4541675936536515,1.2244574175041647,4.626889102112673,642.580587258109
1720901633.591666,0.1001,0,0.42795652,0.4644329,0.4214478,0.26816738,0.42017373,0.013916546,0.1963734123979014,0.4505835629382216,0.9096864191480164,-3.902633366901136,-1037.4251370364084
1720901633.671262,0.1334666666666666,0,0.4268299,0.46876135,0.4202393,0.2696512,0.41894087,0.011815368,0.1992191959593852,0.4570140813443955,0.9067621039761796,-0.0367394543132986,476.4611157532156
1720901633.751487,0.1668333333333333,0,0.4271981,0.4666162,0.41943303,0.26775414,0.41765055,0.0106852,0.1990136219737451,0.4560309637063741,1.0362795402275924,1.6144275603856455,201.9065162069929
1720901633.829825,0.2002,0,0.4272427,0.46019685,0.41882294,0.26287523,0.4163046,0.00893277,0.1975011781018517,0.4513966273241662,1.0548290997605192,0.2367890598046493,-172.51716406228138
1720901633.920581,0.2335666666666666,0,0.42690045,0.4638914,0.41718665,0.26721805,0.4131307,0.011497031,0.1969130723272619,0.4526038759531885,1.0842456882978582,0.324127670614684,9.440588969816746
1720901633.996091,0.2669333333333333,0,0.42647117,0.46901318,0.41608638,0.26973847,0.4109612,0.011512333,0.1995451266455545,0.4577636751714405,1.0415538411270544,-0.5653816424307678,-115.56232315324252
1720901634.0775418,0.3003,0,0.42551565,0.46638277,0.41512957,0.26945007,0.409949,0.00995992,0.1972063900089685,0.4566882443768322,1.0656109853490705,0.2953574810144838,103.6679366274296
1720901634.152881,0.3336666666666666,0,0.42542833,0.46246067,0.41633025,0.25649205,0.4130879,0.0,0.2061694615431328,0.4626252852468529,1.0006611966274943,-0.8620995858607259,-150.7139985164298
1720901772.32883,61.227833333333336,1,0.43235224,0.53788,0.45109802,0.26148987,0.0,0.0,0.2770251092448614,0.6901038775025956,42.672666458594634,3.709949290977148,297.7486294760315
1720901772.402982,61.2612,1,0.4325273,0.53605086,0.45141405,0.24208887,0.0,0.0,0.2945681035658292,0.6887890742325978,42.57540907203293,-1.3115950481174212,-664.3294145959217
1720901772.473526,61.29456666666667,1,0.43192863,0.5360423,0.45052266,0.24492288,0.0,0.0,0.2917125999182476,0.6884066123417555,42.515506859317775,-0.8491467586851564,64.30904731484698
1720901772.548291,61.327933333333334,1,0.43132502,0.5361214,0.45181808,0.24022187,0.0,0.0,0.2966083630677961,0.6880897158637074,42.77946913558814,3.530560996501405,574.6666496710076
1720901772.624985,61.3613,1,0.43219107,0.52250856,0.45030817,0.23310296,0.0,0.0,0.2899721047909539,0.6780887267246533,43.17783438946472,5.19421588605864,212.79959291868167
1720901772.699944,61.39466666666667,1,0.4333794,0.5252513,0.44602308,0.23672226,0.0,0.0,0.2888059651065429,0.6809601111972936,42.03484293733541,-15.24821364954872,-2675.330881755105
1720901772.7758222,61.42803333333334,1,0.43313017,0.5276853,0.44258565,0.23571159,0.0,0.0,0.2921267761116402,0.6826811173499858,41.23440223271567,-10.549028609513782,607.5399743780381
1720901772.8510132,61.461400000000005,1,0.4356729,0.51906675,0.4414772,0.19534408,0.0,0.0,0.323774691491101,0.6776733546866333,41.03523465700196,-2.648821270892057,1030.7219265896192
1720901772.925028,61.49476666666667,1,0.43273228,0.5233489,0.4422637,0.1983806,0.0,0.0,0.3251080873488832,0.6790812393144071,41.26574639447161,3.1143963024082644,763.8619085969032
1720901772.999903,61.52813333333334,1,0.43125787,0.5248108,0.44293612,0.21565579,0.0,0.0,0.3093754800975976,0.6792714627143928,41.57461243778507,4.125095784510041,132.42040846770044
1720901773.0773,61.5615,1,0.43023634,0.52395755,0.44164935,0.22434404,0.0,0.0,0.2998308014365408,0.6779637325393343,41.57186379233206,-0.0355135420594837,-527.3527462100002
1720901773.156671,61.59486666666667,1,0.43386865,0.52995884,0.43790284,0.25840193,0.0,0.0,0.2715868777411899,0.6849075697136938,40.15773748090686,-17.816667901797988,-2197.6940963939055
1720901773.231692,61.628233333333334,1,0.43406424,0.52636385,0.43676996,0.24096574,0.0,0.0,0.2854109511929852,0.6822541066312158,40.05376760553878,-1.3858764325284594,2148.545114566194
1720901773.307216,61.6616,1,0.43283948,0.5280546,0.43882185,0.26100242,0.0,0.0,0.267119172230841,0.6827823030492187,40.624326129530914,7.554679734237147,1161.31330912436
1720901773.384463,61.69496666666667,1,0.4344729,0.52500325,0.4372464,0.24793857,0.0,0.0,0.2770785627195941,0.6814654123044324,40.1834103669361,-5.707858526023225,-1684.275892040538
1720901773.4685252,61.72833333333334,1,0.43654045,0.52203125,0.4381899,0.23084193,0.0,0.0,0.2911939845147977,0.6805028964027053,40.22807705781067,0.5313535013187783,728.1125546916528
1720901773.545839,61.761700000000005,1,0.43506894,0.5275228,0.44024587,0.27574706,0.0,0.0,0.2518289591522736,0.6837874562610253,40.69168375814535,5.996421088203787,693.4369244285224
1720901773.622272,61.79506666666667,1,0.4299666,0.540708,0.4439157,0.30079192,0.43805632,0.05309696,0.2403212552000227,0.4876781570997699,2.3769876302244546,-501.285106284872,-65108.46718443113
1720901773.695915,61.82843333333334,1,0.43222362,0.54392046,0.44569516,0.29947886,0.44027805,0.05524595,0.2448125357175949,0.4887408943785521,2.2102454729247367,-2.26419655896878,66474.71146460294
