Frame,Landmark Index,X,Y,Z
0,0,0.1741359531879425,0.6267863512039185,1.3728864587392309e-06
0,1,0.3350290060043335,0.7833268642425537,0.006569481920450926
0,2,0.46624311804771423,0.786928117275238,0.03707098215818405
0,3,0.5676905512809753,0.7753317356109619,0.07303549349308014
0,4,0.6571998596191406,0.7574636340141296,0.11757370829582214
0,5,0.525687038898468,0.4635791778564453,0.1201702281832695
0,6,0.631959080696106,0.4070950150489807,0.20742516219615936
0,7,0.6859904527664185,0.39738959074020386,0.2732382118701935
0,8,0.7147757411003113,0.4002212882041931,0.32551538944244385
0,9,0.47228577733039856,0.37013787031173706,0.17256762087345123
0,10,0.5734257102012634,0.27170488238334656,0.2918120324611664
0,11,0.619146466255188,0.2580673396587372,0.38083505630493164
0,12,0.6441962718963623,0.2499295473098755,0.44985464215278625
0,13,0.4111931622028351,0.3229953646659851,0.222028911113739
0,14,0.4932013154029846,0.2295251190662384,0.339764803647995
0,15,0.5392391681671143,0.22752493619918823,0.41395726799964905
0,16,0.567585825920105,0.2377392053604126,0.46435481309890747
0,17,0.3547767400741577,0.30779460072517395,0.26777541637420654
0,18,0.39439141750335693,0.24339839816093445,0.3797057271003723
0,19,0.4245299696922302,0.23387494683265686,0.4425673484802246
0,20,0.4407004415988922,0.2311934232711792,0.48957034945487976
1,0,0.16876491904258728,0.6259855628013611,1.319550165135297e-06
1,1,0.3358681797981262,0.7850000858306885,0.005176393315196037
1,2,0.4637276232242584,0.790408730506897,0.03385431692004204
1,3,0.5623159408569336,0.7745287418365479,0.0687876045703888
1,4,0.6505028009414673,0.7534142732620239,0.1121365875005722
1,5,0.5245934724807739,0.464067280292511,0.11217619478702545
1,6,0.6309096217155457,0.40769505500793457,0.19898498058319092
1,7,0.6830621957778931,0.39618587493896484,0.26663339138031006
1,8,0.7115621566772461,0.3974047601222992,0.32049599289894104
1,9,0.47120240330696106,0.3733290731906891,0.16776709258556366
1,10,0.5722712278366089,0.26829850673675537,0.2812316119670868
1,11,0.619516909122467,0.2538664638996124,0.3699450194835663
1,12,0.6460784077644348,0.24253910779953003,0.43997418880462646
1,13,0.4096416234970093,0.33046701550483704,0.2216377556324005
1,14,0.48937830328941345,0.23356518149375916,0.33711791038513184
1,15,0.5380716919898987,0.22842496633529663,0.41370275616645813
1,16,0.5685610771179199,0.23233354091644287,0.46675196290016174
1,17,0.35293126106262207,0.31947633624076843,0.2720947563648224
1,18,0.392436146736145,0.25341305136680603,0.3826724588871002
1,19,0.4238012433052063,0.23760026693344116,0.44693443179130554
1,20,0.44066277146339417,0.22411572933197021,0.4957152307033539
2,0,0.16530364751815796,0.6176615953445435,1.2107270777050871e-06
2,1,0.32551589608192444,0.7720766067504883,0.00599771598353982
2,2,0.4605948030948639,0.7836705446243286,0.03425581380724907
2,3,0.5639716982841492,0.7702004909515381,0.06675349920988083
2,4,0.6504120826721191,0.7531217932701111,0.10622834414243698
2,5,0.5106150507926941,0.4706469178199768,0.1019456759095192
2,6,0.6243866086006165,0.39785274863243103,0.17940737307071686
2,7,0.6815333366394043,0.3871605098247528,0.24004532396793365
2,8,0.7104347944259644,0.3986080586910248,0.28755614161491394
2,9,0.4577775299549103,0.3669614791870117,0.14259520173072815
2,10,0.5676553249359131,0.24990952014923096,0.24926726520061493
2,11,0.6189737319946289,0.23923981189727783,0.32984668016433716
2,12,0.6457053422927856,0.24203956127166748,0.39151737093925476
2,13,0.3983556926250458,0.31531405448913574,0.18016508221626282
2,14,0.4858601689338684,0.2151654064655304,0.2834937870502472
2,15,0.5370021462440491,0.21189528703689575,0.3500082492828369
2,16,0.5659169554710388,0.22222647070884705,0.39424949884414673
2,17,0.3407997488975525,0.3041086494922638,0.21393899619579315
2,18,0.38257548213005066,0.2200699746608734,0.30572110414505005
2,19,0.414811372756958,0.20683765411376953,0.3573474884033203
2,20,0.431941419839859,0.20207548141479492,0.3972778916358948
3,0,0.16212067008018494,0.6178303956985474,1.3334349659999134e-06
3,1,0.33337458968162537,0.7665087580680847,0.017962124198675156
3,2,0.4621369242668152,0.7780857682228088,0.054191865026950836
3,3,0.560204803943634,0.7647219896316528,0.09376475214958191
3,4,0.6452215909957886,0.7445820569992065,0.14131173491477966
3,5,0.5172259211540222,0.4563744068145752,0.13285237550735474
3,6,0.6266076564788818,0.3958783745765686,0.22360502183437347
3,7,0.6820101737976074,0.38186097145080566,0.2909516394138336
3,8,0.713001012802124,0.3867679238319397,0.3437381982803345
3,9,0.46216487884521484,0.3628990352153778,0.18089260160923004
3,10,0.5656415224075317,0.2524701654911041,0.30262163281440735
3,11,0.6142577528953552,0.23773685097694397,0.3914835751056671
3,12,0.642167329788208,0.23229894042015076,0.45995908975601196
