Frame,Landmark Index,X,Y,Z
0,0,0.7590367794036865,0.637775182723999,-1.5302562417218724e-07
0,1,0.7042185068130493,0.6278964281082153,-0.12413708865642548
0,2,0.6105246543884277,0.566454291343689,-0.14990496635437012
0,3,0.514740526676178,0.5540543794631958,-0.14915983378887177
0,4,0.4320678412914276,0.5558583736419678,-0.14361266791820526
0,5,0.5269089341163635,0.36970388889312744,-0.07162366062402725
0,6,0.4066051244735718,0.30946916341781616,-0.09102072566747665
0,7,0.33297818899154663,0.31438326835632324,-0.1145959347486496
0,8,0.27162206172943115,0.33589980006217957,-0.13008588552474976
0,9,0.5143382549285889,0.42437243461608887,-0.012444986961781979
0,10,0.4030829668045044,0.4439159035682678,-0.03220624476671219
0,11,0.33756202459335327,0.5193272829055786,-0.06615947932004929
0,12,0.2936691641807556,0.6028560996055603,-0.08867041021585464
0,13,0.5117531418800354,0.48893022537231445,0.034694552421569824
0,14,0.4176775813102722,0.5019786357879639,0.0055169579572975636
0,15,0.3675123453140259,0.5746010541915894,-0.04042910039424896
0,16,0.3316420316696167,0.636531412601471,-0.06741370260715485
0,17,0.5243963599205017,0.5448559522628784,0.07282956689596176
0,18,0.4510428011417389,0.5626729726791382,0.04303095489740372
0,19,0.4198441207408905,0.6081743240356445,0.01163487508893013
0,20,0.39911898970603943,0.6635799407958984,-0.007109116297215223
1,0,0.7606227397918701,0.6422653198242188,-1.977428354393851e-07
1,1,0.7065014839172363,0.6365105509757996,-0.1254606693983078
1,2,0.6127862930297852,0.5706634521484375,-0.15158362686634064
1,3,0.5174958109855652,0.5540475249290466,-0.15099208056926727
1,4,0.43436819314956665,0.552929699420929,-0.14577637612819672
1,5,0.5269178748130798,0.36951392889022827,-0.07110178470611572
1,6,0.4042603075504303,0.31166285276412964,-0.08972752094268799
1,7,0.3296998143196106,0.3188954293727875,-0.1130652204155922
1,8,0.26858803629875183,0.3427167236804962,-0.12829521298408508
1,9,0.514262855052948,0.42333507537841797,-0.010681714862585068
1,10,0.4032578468322754,0.43632689118385315,-0.031045623123645782
1,11,0.3401501178741455,0.5180901288986206,-0.0660293772816658
1,12,0.2996889352798462,0.6098613739013672,-0.08853021264076233
1,13,0.5115722417831421,0.48749810457229614,0.037757277488708496
1,14,0.4149434566497803,0.4949535131454468,0.00931511353701353
1,15,0.36358559131622314,0.5725646018981934,-0.037810515612363815
1,16,0.3278689682483673,0.6405757665634155,-0.06557402014732361
1,17,0.5226253271102905,0.5452280044555664,0.07716549187898636
1,18,0.4482133388519287,0.5594223737716675,0.048557348549366
1,19,0.4165850281715393,0.608262300491333,0.016495447605848312
1,20,0.39562761783599854,0.6664505004882812,-0.002992204623296857
2,0,0.758057713508606,0.6458495855331421,-1.7713162492327683e-07
2,1,0.7057626247406006,0.6389868259429932,-0.12198986113071442
2,2,0.6120428442955017,0.5796695947647095,-0.14923837780952454
2,3,0.5145975947380066,0.5677185654640198,-0.15172035992145538
2,4,0.4311681389808655,0.5694220066070557,-0.1493331491947174
2,5,0.5268673300743103,0.3790399432182312,-0.06647054851055145
2,6,0.40419191122055054,0.32137367129325867,-0.08687784522771835
2,7,0.33092498779296875,0.32916808128356934,-0.11138075590133667
2,8,0.27073225378990173,0.3550473153591156,-0.12717528641223907
2,9,0.512209415435791,0.4354264736175537,-0.008888090029358864
2,10,0.4009890854358673,0.44845014810562134,-0.032896071672439575
2,11,0.33842766284942627,0.5250457525253296,-0.06949739903211594
2,12,0.2978772521018982,0.6099863052368164,-0.09209336340427399
2,13,0.5094611644744873,0.4990569055080414,0.03675089403986931
2,14,0.41531074047088623,0.5117675065994263,0.004836926236748695
2,15,0.36996614933013916,0.5877807140350342,-0.042264219373464584
2,16,0.3403779864311218,0.6537092328071594,-0.06849804520606995
2,17,0.5213851928710938,0.5524405241012573,0.07364290952682495
2,18,0.44793879985809326,0.5711939930915833,0.04096927121281624
2,19,0.41827189922332764,0.6216989159584045,0.0077333296649158
2,20,0.40007293224334717,0.678421676158905,-0.011157249100506306
3,0,0.7545626163482666,0.6454076766967773,-2.0166285708000942e-07
3,1,0.7059066295623779,0.6342974305152893,-0.11787518858909607
3,2,0.61173015832901,0.5793066024780273,-0.14472755789756775
3,3,0.5134391188621521,0.5744748115539551,-0.1476193070411682
