timestamp,frame_time,index,right_ankle_x,right_ankle_y,right_knee_x,right_knee_y,right_hip_x,right_hip_y,magnitude1,magnitude2,angle_deg,angular_velocity,linear_acceleration
1720889516.5642319,0.0,0,0.5189266,0.7427702,0.51804036,0.5137986,0.5233823,0.20819704,0.22897331571563176,0.534591706584614,0.6994105940326008,,
1720889516.9353101,0.03336666666666667,0,0.51608,0.75568545,0.5187791,0.5178807,0.5228294,0.20579293,0.2378200871992956,0.5499339642666596,0.04592237529648594,-1.7610523220334946,
1720889517.1169002,0.06673333333333334,0,0.5141619,0.7623484,0.5165421,0.5210328,0.521905,0.20490943,0.2413273413648047,0.5574927450223496,0.22974514648869201,1.012295225200428,149.82392980512046
1720889517.258636,0.10010000000000001,0,0.5129392,0.76188505,0.5140679,0.5197581,0.52011883,0.20352402,0.24212957231974003,0.558407210681846,0.46932584173329006,1.6903330597968294,46.92922695123062
1720889517.384532,0.13346666666666668,0,0.51336783,0.76324004,0.5118995,0.52105504,0.51770383,0.20078734,0.2421894478767804,0.5624693869735313,0.7890912805772309,2.53991784656052,66.2008981971706
1720889517.5008798,0.16683333333333333,0,0.51364934,0.7647261,0.5115036,0.51988447,0.5157338,0.20307909,0.24485103768956878,0.5616508658833049,0.7144515714093309,-0.6415223642755903,-268.2468530902052
1720889517.5896409,0.20020000000000002,0,0.51336616,0.76230204,0.5104128,0.52102345,0.5152124,0.20515764,0.2412966632159605,0.5571474624886403,0.8913071557897003,1.9924899742108215,291.1147292333958
1720889517.670746,0.23356666666666667,0,0.50595504,0.7545409,0.5059453,0.5222904,0.51393944,0.2221082,0.23225051184948248,0.5324925989192393,0.8613635081486501,-0.3691950175655456,-285.6551806808272
1720889517.748559,0.26693333333333336,0,0.5115235,0.7617541,0.51230484,0.5264296,0.5144358,0.2224301,0.2353257991735123,0.5393318488253588,0.11669635415706488,-9.569969214959423,-1159.9565519871753
1720889517.826644,0.3003,0,0.51069176,0.76409084,0.5130295,0.52792865,0.5150517,0.22373796,0.2361737560200865,0.5403704703369163,0.10378414814755849,-0.16536101673983455,1181.5236038473379
1720889517.90595,0.33366666666666667,0,0.51080734,0.76866657,0.5151331,0.53060275,0.51557034,0.22590958,0.23810310959149544,0.5427778733695828,0.5377106376067926,5.471538118306678,697.2725003011541
1720889517.989825,0.3670333333333334,0,0.512102,0.77076584,0.51596963,0.5319156,0.51626253,0.22280854,0.23888154750937826,0.5479730958975373,0.4926024262133618,-0.5378031975267338,-702.8516228483018
1720889518.069107,0.40040000000000003,0,0.5130762,0.7745468,0.5178658,0.5345824,0.51877135,0.22494355,0.2400122199316997,0.5496327305641322,0.5497400057984525,0.720687506515336,155.71992056854106
1720889518.146541,0.4337666666666667,0,0.5137522,0.7745658,0.52411723,0.5337046,0.5247863,0.22856723,0.2410841532137194,0.5461100555582348,1.3065253299315667,9.77328704224008,1146.8596384242278
1720889518.223637,0.46713333333333334,0,0.51412284,0.77233243,0.52792704,0.53269875,0.52989453,0.23608129,0.2400309483407904,0.5364830082049564,1.6122021088342813,3.9648858143107195,-739.0840877257444
1720889518.311049,0.5005000000000001,0,0.5122892,0.77006596,0.53205514,0.53266186,0.5361453,0.23274617,0.2382255272924737,0.5378491043040097,2.21723356296212,6.921615811424561,331.8258468762165
1720889518.401293,0.5338666666666667,0,0.51092947,0.77053237,0.5357765,0.5330607,0.5379937,0.23039934,0.23876799364267506,0.5408106243767579,3.1047221580935265,9.834316478290035,316.62577226917125
1720889518.492644,0.5672333333333334,0,0.5108024,0.77719676,0.5400826,0.5327384,0.5391634,0.22637391,0.24620566105740463,0.5515525035123239,3.8826995389320165,8.51635018911561,-141.5336967448339
1720889518.580083,0.6006,0,0.51426524,0.78885573,0.5452802,0.53878236,0.5433326,0.2333109,0.25198932707116856,0.5563047672263042,4.07478347204607,2.1967808940708298,-709.009722608524
1720889518.672029,0.6339666666666667,1,0.52231497,0.7924496,0.5515526,0.53729904,0.5472658,0.2351905,0.25682025894614635,0.5578173812886378,3.9733883519286564,-1.1027666482275322,-352.0383417920394
1720889518.755661,0.6673333333333333,1,0.5308404,0.797297,0.5545355,0.54164857,0.5505631,0.23663957,0.2567441921210201,0.5610042350459118,3.280685955835448,-8.282744159392344,-842.208554569666
1720889518.847797,0.7007000000000001,1,0.53626084,0.80984855,0.55456865,0.5465053,0.54900223,0.22845972,0.26397889309510014,0.5815284308721382,2.7213899489458098,-6.0703370687786595,235.56194809891528
1720889518.934384,0.7340666666666668,1,0.53700817,0.81855035,0.5545498,0.5486789,0.54457235,0.2276003,0.2704409759740034,0.5909984211935052,2.985556634915593,3.0508748933147705,1033.3986897959003
1720889519.016663,0.7674333333333334,1,0.53731114,0.8221564,0.55489147,0.5467382,0.544487,0.23296824,0.27597874012027734,0.5892319147622367,2.954555481816568,-0.3767810202978598,-408.6743645177358
1720889519.0982132,0.8008000000000001,1,0.54044735,0.82625437,0.55362165,0.54827446,0.5497942,0.23243703,0.2782919198096121,0.593890909585975,1.8115292464105321,-14.016242000399005,-1640.7469427356318
1720889519.173114,0.8341666666666667,1,0.5401035,0.8278646,0.55395293,0.54988414,0.54928696,0.23672727,0.2783252337168075,0.5912086194275078,1.9621879395980153,2.011441284042798,2099.1956749193787
1720889519.253737,0.8675333333333334,1,0.54016054,0.8310357,0.55560535,0.54840887,0.55237615,0.24179241,0.2830485024516871,0.5893699002774311,1.9404384988306547,-0.26976749382181575,-277.5719421126235
