file,statistic,count,mean,std,min,25%,50%,75%,max
p1v1_results.csv,timestamp,3257.0,1721481214.6239417,84.08505975230376,1721481073.9218502,1721481139.302662,1721481214.206767,1721481287.1342971,1721481363.251546
p1v1_results.csv,frame_time,3257.0,54.320933333333336,31.376653303504717,0.0,27.160466666666668,54.320933333333336,81.48140000000001,108.64186666666669
p1v1_results.csv,index,3257.0,0.13877801657967453,0.3457678208057933,0.0,0.0,0.0,0.0,1.0
p1v1_results.csv,right_ankle_x,3257.0,0.5368970826742402,0.05066968478258374,0.4390592,0.48610225,0.5336175,0.58819574,0.7866636
p1v1_results.csv,right_ankle_y,3257.0,0.7223437545563403,0.04939248417183217,0.6321274,0.67641896,0.73484004,0.7563599,0.83881474
p1v1_results.csv,right_knee_x,3257.0,0.5212463818698189,0.058243288269316566,0.4323128,0.47247618,0.49496752,0.57700706,0.74861395
p1v1_results.csv,right_knee_y,3257.0,0.483274142167639,0.027880233615037272,0.3771857,0.45581257,0.48919877,0.5046928,0.54988414
p1v1_results.csv,right_hip_x,3257.0,0.5192868898802578,0.05825828514929963,0.43712536,0.46664733,0.50251544,0.570391,0.73200357
p1v1_results.csv,right_hip_y,3257.0,0.20342684778170095,0.018425208746601883,0.058446035,0.18808047,0.20544453,0.2172263,0.2533627
p1v1_results.csv,magnitude1,3257.0,0.24265722270394866,0.024923975638917788,0.1931139553248884,0.2208107667380782,0.2388669001711848,0.2624895281659622,0.3088291657277226
p1v1_results.csv,magnitude2,3257.0,0.5201423185165339,0.05048158931341192,0.4144492534157858,0.4770789139533928,0.5233505373875484,0.5617554895765404,0.6249299608287532
p1v1_results.csv,angle_deg,3257.0,6.004921830030629,3.290223891523483,0.0069880048245194,3.3083509920978025,5.956354310817436,8.290285488619961,14.196743425667814
p1v1_results.csv,angular_velocity,3256.0,0.012076347036872466,5.947408667895941,-111.11684470085046,-2.245449283898613,-0.05298272144120375,2.1869285314437183,77.99374828050135
p1v1_results.csv,linear_acceleration,3255.0,0.03341474940379304,97.03271619914,-1794.9573893978036,-33.51101070874914,0.6275217680993554,31.732622933901524,1320.504493431961
p1v2_results.csv,timestamp,3675.0,1721480780.562712,95.53066785258414,1721480621.141432,1721480696.1045775,1721480778.159796,1721480864.097827,1721480945.652589
p1v2_results.csv,frame_time,3675.0,61.294566666666675,35.402882427769136,0.0,30.647283333333334,61.29456666666667,91.94185000000002,122.58913333333334
p1v2_results.csv,index,3675.0,0.3526530612244898,0.4778608751136263,0.0,0.0,0.0,1.0,1.0
p1v2_results.csv,right_ankle_x,3675.0,0.4861212803700681,0.028976487132296988,0.41135103,0.471153545,0.48396763,0.5092951,0.67277277
p1v2_results.csv,right_ankle_y,3675.0,0.6755162697006802,0.027495137826465756,0.563758,0.658209175,0.67926383,0.6939119,0.7403117
p1v2_results.csv,right_knee_x,3675.0,0.48833072513197284,0.02503853655573155,0.4290723,0.474284435,0.4872087,0.5074588,0.666344
p1v2_results.csv,right_knee_y,3675.0,0.4755128382476191,0.019668077878442446,0.37562358,0.46038325,0.4731559,0.491544015,0.52482164
p1v2_results.csv,right_hip_x,3675.0,0.47996635470476184,0.0319269362519169,0.42355347,0.455312445,0.47913113,0.504039575,0.71119595
p1v2_results.csv,right_hip_y,3675.0,0.24530483751292517,0.016562403437015576,0.17806694,0.231806225,0.247408,0.25721583000000003,0.2908365
p1v2_results.csv,magnitude1,3675.0,0.20267283523965407,0.014892314489911023,0.1578312735955095,0.1903189536052085,0.2059410907768711,0.21451266414752623,0.2341736105659221
p1v2_results.csv,magnitude2,3675.0,0.431797505269312,0.027647019645927973,0.3468170237568689,0.412876901720571,0.4365936931260452,0.4534041624885956,0.4850592497080518
p1v2_results.csv,angle_deg,3675.0,4.93337619883963,2.8903025433496667,0.0,2.7304478628518254,4.742361054288951,6.691112328039136,15.1003329061381
p1v2_results.csv,angular_velocity,3674.0,0.019652256453327643,5.655540997662661,-112.47593153128946,-1.8699650621975739,0.0597495000336244,1.9251311261096538,116.76616579457786
p1v2_results.csv,linear_acceleration,3673.0,0.00588318375290027,103.08654953338204,-1768.9049481285213,-29.88388113846926,-0.008014776919557,31.233709629527187,1561.4200031761534
p2v1_results.csv,timestamp,3688.0,1721519078.8965435,82.1541976147641,1721518933.605622,1721519007.6776943,1721519080.4436178,1721519149.8995066,1721519219.391598
p2v1_results.csv,frame_time,3688.0,61.51145,35.52810007980642,0.0,30.755725,61.51145,92.26717500000001,123.0229
p2v1_results.csv,index,3688.0,0.4200108459869848,0.49362719301767555,0.0,0.0,0.0,1.0,1.0
p2v1_results.csv,right_ankle_x,3688.0,0.39968615203633406,0.13186194187017178,0.22931573,0.23879367499999998,0.467569065,0.49775923499999997,0.58195066
p2v1_results.csv,right_ankle_y,3688.0,0.6528421855504339,0.02344308619167,0.60353845,0.6340514500000001,0.653407155,0.6650259624999999,0.7608841
p2v1_results.csv,right_knee_x,3688.0,0.3925652772532538,0.13669106044814724,0.21568537,0.22914567,0.4414101,0.4970921625,0.59375083
p2v1_results.csv,right_knee_y,3688.0,0.38602760456616053,0.022562458096891284,0.32274118,0.37371511749999997,0.381670875,0.39320479750000004,0.47348386
p2v1_results.csv,right_hip_x,3688.0,0.394205370387744,0.14614352968060637,0.0,0.219371935,0.447689145,0.4934821675,0.626518
p2v1_results.csv,right_hip_y,3688.0,0.0845728000737527,0.022354631862324566,0.0,0.0687217935,0.07904188000000001,0.09589502750000001,0.16526207
