file,statistic,count,mean,std,min,25%,50%,75%,max
p1v1_results.csv,timestamp,3251.0,1721481214.648923,84.00092181685153,1721481074.4861288,1721481139.3394785,1721481214.2977548,1721481287.087277,1721481363.0869708
p1v1_results.csv,frame_time,3251.0,54.33135079462729,31.344949408948903,0.0667333333333333,27.177150000000005,54.3543,81.46471666666667,108.57513333333334
p1v1_results.csv,index,3251.0,0.13872654567825285,0.34571412285035025,0.0,0.0,0.0,0.0,1.0
p1v1_results.csv,right_ankle_x,3251.0,0.5367334646108889,0.05035281876004295,0.4390592,0.48606205,0.5336175,0.588128575,0.7866636
p1v1_results.csv,right_ankle_y,3251.0,0.7223746539649339,0.049402878546529416,0.6321274,0.67642338,0.7348748,0.75639015,0.83881474
p1v1_results.csv,right_knee_x,3251.0,0.5210819411165795,0.05798192812285498,0.4323128,0.472422495,0.49491724,0.5769776,0.74861395
p1v1_results.csv,right_knee_y,3251.0,0.48333744337434636,0.027750209332379098,0.40895534,0.45582485,0.48921716,0.5046693,0.54988414
p1v1_results.csv,right_hip_x,3251.0,0.5191201649061827,0.05804374402977486,0.43712536,0.46657174,0.502501,0.57034205,0.73200357
p1v1_results.csv,right_hip_y,3251.0,0.2035562775422947,0.01796071034521307,0.08619086,0.188125255,0.20545813,0.217268335,0.2533627
p1v1_results.csv,magnitude1,3251.0,0.24262921814117344,0.024922191441952127,0.1931139553248884,0.2207891632152209,0.2388415157288299,0.2624841115662525,0.3088291657277226
p1v1_results.csv,magnitude2,3251.0,0.5200449831776106,0.05045859228076356,0.4144492534157858,0.4770677545747666,0.5231569229137301,0.5616857470609096,0.6249299608287532
p1v1_results.csv,angle_deg,3251.0,6.01176344787684,3.28633858840935,0.0069880048245194,3.315334764723909,5.958883505841212,8.290584872327003,14.196743425667814
p1v1_results.csv,angular_velocity,3251.0,0.05122842928408018,5.266728444936943,-75.57350037906001,-2.239008077566936,-0.0519142315868554,2.1889282128997394,77.99374828050135
p1v1_results.csv,linear_acceleration,3251.0,0.2564602756735718,83.57921565783211,-929.530199611968,-33.49673448078846,0.6275217680993554,31.67458823759918,909.2129106830192
p1v2_results.csv,timestamp,3669.0,1721480780.806964,95.41700923601248,1721480621.7101288,1721480696.508559,1721480778.424808,1721480864.253077,1721480945.652589
p1v2_results.csv,frame_time,3669.0,61.387936949214144,35.356169983927515,0.0667333333333333,30.797433333333338,61.39466666666667,91.9919,122.58913333333334
p1v2_results.csv,index,3669.0,0.35268465521940584,0.4778707248846377,0.0,0.0,0.0,1.0,1.0
p1v2_results.csv,right_ankle_x,3669.0,0.4860771084818752,0.028617880615167145,0.41135103,0.47117335,0.48407453,0.5092858,0.6727527
p1v2_results.csv,right_ankle_y,3669.0,0.6755474051430908,0.027419751241520473,0.563758,0.65821075,0.67923874,0.6938782,0.7403117
p1v2_results.csv,right_knee_x,3669.0,0.4882631160834014,0.024674150051626306,0.4299032,0.4742847,0.48720193,0.5074494,0.66521186
p1v2_results.csv,right_knee_y,3669.0,0.47553259918233853,0.019557645520090528,0.37562358,0.46038455,0.47315398,0.4915085,0.52482164
p1v2_results.csv,right_hip_x,3669.0,0.4798821678550013,0.031550115990314785,0.42355347,0.45531544,0.47913113,0.5040345,0.71119595
p1v2_results.csv,right_hip_y,3669.0,0.24532529239574816,0.016503384817660997,0.17806694,0.23181297,0.2474024,0.2572175,0.2908365
p1v2_results.csv,magnitude1,3669.0,0.20268237251512558,0.014900224507406114,0.1578312735955095,0.1902838901917018,0.2060169383095588,0.2145166775969959,0.2341736105659221
p1v2_results.csv,magnitude2,3669.0,0.4318090757988715,0.027656498374535803,0.3468170237568689,0.4128904070220064,0.4365967474447199,0.453412006354871,0.4850592497080518
p1v2_results.csv,angle_deg,3669.0,4.931250711773447,2.88598471554668,0.0,2.7316899334419107,4.747667207927102,6.686951847909095,15.1003329061381
p1v2_results.csv,angular_velocity,3669.0,0.02192795830030482,4.978546511064759,-38.699549790061845,-1.8690106780633928,0.0592905830908606,1.924278797776274,39.00105825077434
p1v2_results.csv,linear_acceleration,3669.0,0.026059869418517772,89.09927456980056,-884.2446401324703,-29.775454636744097,-0.008014776919557,31.13501078420417,908.4370396716116
p2v1_results.csv,timestamp,3653.0,1721519078.961717,81.76499471357141,1721518934.112194,1721519008.535553,1721519080.629798,1721519149.504787,1721519219.391598
p2v1_results.csv,frame_time,3653.0,61.53531269276394,35.35885209785747,0.0667333333333333,31.1311,61.59486666666667,92.092,123.0229
p2v1_results.csv,index,3653.0,0.4160963591568574,0.4929773899807122,0.0,0.0,0.0,1.0,1.0
p2v1_results.csv,right_ankle_x,3653.0,0.4005168339994525,0.13179271812113613,0.22931573,0.23880628,0.4685886,0.49845657,0.58195066
p2v1_results.csv,right_ankle_y,3653.0,0.6528754845743224,0.023504859741582954,0.60353845,0.6340477,0.6534198,0.66502535,0.7608841
p2v1_results.csv,right_knee_x,3653.0,0.39341805844785105,0.1366820701100667,0.21568537,0.22916491,0.44176874,0.49728632,0.59375083
p2v1_results.csv,right_knee_y,3653.0,0.38611513958390364,0.02262889782248011,0.32274118,0.373735,0.38170093,0.3934536,0.47348386
p2v1_results.csv,right_hip_x,3653.0,0.3954832430960854,0.14543900641257515,0.0,0.21980813,0.44782034,0.4937726,0.626518
p2v1_results.csv,right_hip_y,3653.0,0.0848210390073912,0.022142212512978928,0.0,0.06880166,0.079213865,0.0960712,0.16526207
p2v1_results.csv,magnitude1,3653.0,0.26725718722552555,0.012414180252799518,0.2298190924130332,0.2572559740161229,0.269469680750761,0.276921977118307,0.3234094638031652
